"Species","Evaluated/Predicted Score","Method"
"Paristiopterus_labiosus",1413.5588,"predicted"
"Parma_alboscapularis",1229.5138,"predicted"
"Parma_bicolor",1542.6031,"predicted"
"Parma_kermadecensis",1457.3867,"predicted"
"Parma_mccullochi",1709.7749,"predicted"
"Parma_microlepis",1778.1182,"predicted"
"Parma_occidentalis",1721.3472,"predicted"
"Parma_oligolepis",1632.267,"predicted"
"Parma_polylepis",1520.8821,"predicted"
"Parma_unifasciata",1748.5781,"predicted"
"Parma_victoriae",1648.4161,"predicted"
"Parupeneus_barberinoides",1498.0364,"predicted"
"Parupeneus_barberinus",1400.4478,"predicted"
"Parupeneus_chrysopleuron",1443.4751,"predicted"
"Parupeneus_ciliatus",1463.1082,"predicted"
"Parupeneus_crassilabris",1412.9711,"predicted"
"Parupeneus_cyclostomus",1501.5813,"predicted"
"Parupeneus_forsskali",1434.8718,"predicted"
"Parupeneus_heptacanthus",1457.4409,"predicted"
"Parupeneus_indicus",1487.4635,"predicted"
"Parupeneus_insularis",1308.3777,"predicted"
"Parupeneus_macronemus",1405.2875,"predicted"
"Parupeneus_multifasciatus",1552.9767,"predicted"
"Parupeneus_pleurostigma",1399.201,"evaluated"
"Parupeneus_porphyreus",1477.4758,"predicted"
"Parupeneus_spilurus",1477.8916,"predicted"
"Patagonotothen_cornucola",1616.1033,"predicted"
"Patagonotothen_guntheri",1257.5583,"predicted"
"Patagonotothen_tessellata",1350.5664,"predicted"
"Patagonotothen_wiltoni",1220.1045,"predicted"
"Pelates_octolineatus",1444.4242,"predicted"
"Pelates_quadrilineatus",1337.1252,"predicted"
"Pelsartia_humeralis",1396.3962,"predicted"
"Pempheris_adspersa",1515.8934,"predicted"
"Pempheris_adusta",1371.3763,"predicted"
"Pempheris_affinis",1323.1633,"predicted"
"Pempheris_analis",1433.8394,"predicted"
"Pempheris_compressa",1506.6189,"predicted"
"Pempheris_klunzingeri",1450.2432,"predicted"
"Pempheris_mangula",1464.7227,"predicted"
"Pempheris_molucca",1400.0037,"predicted"
"Pempheris_multiradiata",1471.0096,"predicted"
"Pempheris_ornata",1453.4176,"predicted"
"Pempheris_oualensis",1409.5448,"predicted"
"Pempheris_schomburgkii",1263.518,"evaluated"
"Pempheris_schwenkii",1313.3376,"predicted"
"Pempheris_vanicolensis",1459.0288,"predicted"
"Pentaceropsis_recurvirostris",1687.0703,"predicted"
"Pentapodus_aureofasciatus",1620.57,"predicted"
"Pentapodus_caninus",1472.9479,"predicted"
"Pentapodus_emeryii",1490.3298,"predicted"
"Pentapodus_paradiseus",1520.936,"predicted"
"Pentapodus_porosus",1454.6184,"predicted"
"Pentapodus_trivittatus",1471.1932,"predicted"
"Pentapodus_vitta",1559.673,"evaluated"
"Pervagor_alternans",1497.4136,"predicted"
"Pervagor_aspricaudus",1614.4102,"predicted"
"Pervagor_janthinosoma",1569.8035,"predicted"
"Pervagor_marginalis",1578.007,"evaluated"
"Pervagor_melanocephalus",1599.5011,"predicted"
"Petroscirtes_breviceps",1481.9602,"predicted"
"Petroscirtes_fallax",1477.9014,"predicted"
"Petroscirtes_lupus",1456.0565,"predicted"
"Petroscirtes_mitratus",1411.1829,"predicted"
"Phanerodon_atripes",1228.3878,"predicted"
"Pholidapus_dybowskii",1257.8826,"predicted"
"Pholidichthys_leucotaenia",1549.4297,"predicted"
"Pholis_crassispina",1206.8733,"predicted"
"Pholis_gunnellus",1412.3853,"predicted"
"Phyllogobius_platycephalops",1333.1846,"predicted"
"Pictichromis_paccagnellae",1559.3098,"predicted"
"Pictichromis_porphyrea",1597.797,"predicted"
"Pictilabrus_laticlavius",1554.9014,"predicted"
"Pictilabrus_viridis",1545.9802,"predicted"
"Pinguipes_brasilianus",1308.235,"predicted"
"Pinguipes_chilensis",1400.1249,"predicted"
"Plagiotremus_azaleus",1522.647,"predicted"
"Plagiotremus_ewaensis",1611.0776,"predicted"
"Plagiotremus_goslinei",1478.9258,"predicted"
"Plagiotremus_laudandus",1555.8208,"predicted"
"Plagiotremus_phenax",1420.4746,"predicted"
"Plagiotremus_rhinorhynchos",1680.356,"evaluated"
"Plagiotremus_tapeinosoma",1537.1561,"predicted"
"Plagiotremus_townsendi",1604.1064,"predicted"
"Platax_batavianus",1878.4465,"predicted"
"Platax_boersii",1402.8055,"predicted"
"Platax_orbicularis",1568.258,"predicted"
"Platax_pinnatus",1753.645,"predicted"
"Platax_teira",1639.7397,"predicted"
"Platycephalus_bassensis",1307.1882,"predicted"
"Platycephalus_endrachtensis",1237.9475,"predicted"
"Platycephalus_fuscus",1297.8031,"predicted"
"Platycephalus_laevigatus",1366.334,"predicted"
"Platycephalus_richardsoni",1288.2412,"predicted"
"Platycephalus_speculator",1185.8096,"predicted"
"Platygillellus_rubellulus",1369.3389,"predicted"
"Plectorhinchus_albovittatus",1690.5503,"predicted"
"Plectorhinchus_caeruleonothus",1589.1293,"predicted"
"Plectorhinchus_chaetodonoides",1752.978,"evaluated"
"Plectorhinchus_chrysotaenia",1580.5061,"predicted"
"Plectorhinchus_diagrammus",1616.6487,"predicted"
"Plectorhinchus_flavomaculatus",1504.8739,"predicted"
"Plectorhinchus_gibbosus",1460.3115,"predicted"
"Plectorhinchus_lessonii",1569.4656,"predicted"
"Plectorhinchus_lineatus",1718.9741,"predicted"
"Plectorhinchus_multivittatus",1634.3691,"predicted"
"Plectorhinchus_picus",1491.4368,"predicted"
"Plectorhinchus_polytaenia",1745.061,"evaluated"
"Plectorhinchus_vittatus",1736.6853,"predicted"
"Plectranthias_nanus",1447.0483,"predicted"
"Plectroglyphidodon_dickii",1513.394,"evaluated"
"Plectroglyphidodon_flaviventris",1364.3853,"predicted"
"Plectroglyphidodon_imparipennis",1464.0969,"predicted"
"Plectroglyphidodon_johnstonianus",1454.5725,"predicted"
"Plectroglyphidodon_lacrymatus",1716.8457,"predicted"
"Plectroglyphidodon_leucozonus",1502.6045,"predicted"
"Plectroglyphidodon_phoenixensis",1458.3567,"predicted"
"Plectropomus_areolatus",1348.3296,"predicted"
"Plectropomus_laevis",1549.6411,"predicted"
"Plectropomus_leopardus",1299.254,"predicted"
"Plectropomus_maculatus",1433.9414,"predicted"
"Plectropomus_oligacanthus",1453.2014,"predicted"
"Plectropomus_pessuliferus",1489.42012362662,"evaluated"
"Pleurosicya_elongata",1450.1976,"predicted"
"Pleurosicya_mossambica",1347.436,"predicted"
"Plotosus_canius",1326.5122,"predicted"
"Plotosus_japonicus",1582.5887,"predicted"
"Plotosus_lineatus",1496.8048,"predicted"
"Pollachius_pollachius",1308.6707,"predicted"
"Pollachius_virens",1326.9062,"predicted"
"Polysteganus_praeorbitalis",1540.1293,"predicted"
"Polysteganus_undulosus",1493.3428,"predicted"
"Pomacanthus_arcuatus",1704.2963,"predicted"
"Pomacanthus_imperator",1910.861,"evaluated"
"Pomacanthus_navarchus",1836.2583,"predicted"
"Pomacanthus_paru",1791.97,"evaluated"
"Pomacanthus_semicirculatus",1934.5603,"predicted"
"Pomacanthus_sexstriatus",1946.6675,"predicted"
"Pomacanthus_xanthometopon",1965.7456,"predicted"
"Pomacanthus_zonipectus",1939.8313,"predicted"
"Pomacentrus_adelus",1318.5806,"predicted"
"Pomacentrus_albimaculus",1428.5052,"predicted"
"Pomacentrus_alexanderae",1289.8555,"predicted"
"Pomacentrus_alleni",1708.728,"predicted"
"Pomacentrus_amboinensis",1584.175,"predicted"
"Pomacentrus_aurifrons",1421.4788,"predicted"
"Pomacentrus_auriventris",1652.7477,"predicted"
"Pomacentrus_australis",1379.664,"predicted"
"Pomacentrus_baenschi",1532.1859,"predicted"
"Pomacentrus_bankanensis",1749.0763,"predicted"
"Pomacentrus_brachialis",1437.974,"predicted"
"Pomacentrus_burroughi",1533.3167,"predicted"
"Pomacentrus_caeruleus",1678.9824,"predicted"
"Pomacentrus_callainus",1353.2109,"predicted"
"Pomacentrus_chrysurus",1461.6111,"predicted"
"Pomacentrus_coelestis",1737.2998,"predicted"
"Pomacentrus_cuneatus",1568.6042,"predicted"
"Pomacentrus_grammorhynchus",1629.986,"predicted"
"Pomacentrus_imitator",1393.4098,"predicted"
"Pomacentrus_indicus",1589.9246,"predicted"
"Pomacentrus_lepidogenys",1388.0502,"predicted"
"Pomacentrus_microspilus",1316.1691,"predicted"
"Pomacentrus_milleri",1553.2047,"predicted"
"Pomacentrus_moluccensis",1663.968,"predicted"
"Pomacentrus_nagasakiensis",1743.5186,"predicted"
"Pomacentrus_nigromanus",1405.2743,"predicted"
"Pomacentrus_nigromarginatus",1485.3351,"predicted"
"Pomacentrus_opisthostigma",1400.7739,"predicted"
"Pomacentrus_pavo",1750.0359,"predicted"
"Pomacentrus_philippinus",1547.2513,"predicted"
"Pomacentrus_reidi",1431.9883,"predicted"
"Pomacentrus_simsiang",1778.29,"evaluated"
"Pomacentrus_smithi",1488.7986,"predicted"
"Pomacentrus_spilotoceps",1360.4584,"predicted"
"Pomacentrus_sulfureus",1567.839,"predicted"
"Pomacentrus_trichrourus",1665.9067,"predicted"
"Pomacentrus_trilineatus",1690.7249,"predicted"
"Pomacentrus_tripunctatus",1515.2361,"predicted"
"Pomacentrus_vaiuli",1699.1289,"predicted"
"Pomacentrus_wardi",1465.3369,"predicted"
"Pomachromis_fuscidorsalis",1554.0568,"predicted"
"Pomachromis_richardsoni",1432.5548,"predicted"
"Pomadasys_incisus",1297.1697,"predicted"
"Pomatomus_saltatrix",1220.1986,"predicted"
"Pomatoschistus_minutus",1398.4102,"predicted"
"Pomatoschistus_pictus",1423.8187,"predicted"
"Porichthys_notatus",1265.152,"predicted"
"Praealticus_natalis",1360.3442,"predicted"
"Premnas_biaculeatus",1668.678,"predicted"
"Priacanthus_blochii",1275.2781,"predicted"
"Priacanthus_hamrur",1636.8792,"predicted"
"Priolepis_ascensionis",1482.2065,"predicted"
"Prionotus_miles",1559.7383,"predicted"
"Prionurus_laticlavius",1498.956,"predicted"
"Prionurus_maculatus",1430.0989,"predicted"
"Prionurus_microlepidotus",1482.3536,"predicted"
"Prionurus_punctatus",1576.3573,"predicted"
"Prionurus_scalprum",1582.6031,"predicted"
"Pristiapogon_exostigma",1409.5464,"predicted"
"Pristiapogon_kallopterus",1465.9344,"predicted"
"Pristicon_trimaculatus",1419.3037,"predicted"
"Prognathodes_aculeatus",1648.7112,"predicted"
"Prognathodes_falcifer",1786.2461,"predicted"
"Prolatilus_jugularis",1250.196,"predicted"
"Psammoperca_waigiensis",1245.9873,"predicted"
"Pseudanthias_bicolor",1561.0452,"predicted"
"Pseudanthias_dispar",1564.9963,"predicted"
"Pseudanthias_evansi",1567.9692,"predicted"
"Pseudanthias_hiva",1444.4905,"predicted"
"Pseudanthias_huchtii",1541.755,"evaluated"
"Pseudanthias_hypselosoma",1598.2073,"predicted"
"Pseudanthias_ignitus",1618.7024,"predicted"
"Pseudanthias_lori",1600.1611,"predicted"
"Pseudanthias_mooreanus",1539.1245,"predicted"
"Pseudanthias_olivaceus",1426.1714,"predicted"
"Pseudanthias_pascalus",1606.0793,"predicted"
"Pseudanthias_pictilis",1572.9126,"predicted"
"Pseudanthias_pleurotaenia",1686.4932,"predicted"
"Pseudanthias_regalis",1510.5695,"predicted"
"Pseudanthias_rubrizonatus",1672.6213,"predicted"
"Pseudanthias_squamipinnis",1672.3519,"predicted"
"Pseudanthias_taeniatus",1613.2019,"predicted"
"Pseudanthias_tuka",1544.1935,"predicted"
"Pseudobalistes_flavimarginatus",1602.4985,"predicted"
"Pseudobalistes_fuscus",1765.3447,"predicted"
"Pseudobalistes_naufragium",1613.3032,"predicted"
"Pseudoblennius_cottoides",1545.4431,"predicted"
"Pseudocaranx_dentex",1377.5242,"predicted"
"Pseudocaranx_georgianus",1345.7524,"predicted"
"Pseudocaranx_wrighti",1396.718,"predicted"
"Pseudocheilinops_ataenia",1657.4379,"predicted"
"Pseudocheilinus_evanidus",1445.2462,"predicted"
"Pseudocheilinus_hexataenia",1734.187,"evaluated"
"Pseudocheilinus_ocellatus",1571.0378,"predicted"
"Pseudocheilinus_octotaenia",1566.2258,"predicted"
"Pseudocheilinus_tetrataenia",1693.8069,"predicted"
"Pseudochromis_ammeri",1480.7748,"predicted"
"Pseudochromis_bitaeniatus",1337.9553,"predicted"
"Pseudochromis_cyanotaenia",1620.4583,"predicted"
"Pseudochromis_elongatus",1383.6487,"predicted"
"Pseudochromis_flavivertex",1657.5388,"predicted"
"Pseudochromis_fridmani",1656.32,"predicted"
"Pseudochromis_fuscus",1581.949,"evaluated"
"Pseudochromis_marshallensis",1444.12,"predicted"
"Pseudochromis_olivaceus",1456.6487,"predicted"
"Pseudochromis_pesi",1284.5364,"predicted"
"Pseudochromis_springeri",1548.612,"predicted"
"Pseudochromis_wilsoni",1382.176,"predicted"
"Pseudocoris_aurantiofasciata",1463.1455,"predicted"
"Pseudocoris_bleekeri",1512.5876,"predicted"
"Pseudocoris_yamashiroi",1573.2627,"predicted"
"Pseudodax_moluccanus",1603.9249,"predicted"
"Pseudojuloides_atavai",1562.6995,"predicted"
"Pseudojuloides_cerasinus",1621.2551,"predicted"
"Pseudojuloides_elongatus",1535.4576,"predicted"
"Pseudolabrus_biserialis",1454.8848,"predicted"
"Pseudolabrus_fuentesi",1535.3042,"predicted"
"Pseudolabrus_guentheri",1490.6417,"predicted"
"Pseudolabrus_luculentus",1416.6787,"predicted"
"Pseudolabrus_miles",1529.1531,"predicted"
"Pseudolabrus_rubicundus",1292.7971,"predicted"
"Pseudolabrus_semifasciatus",1638.0703,"predicted"
"Pseudolabrus_sieboldi",1498.7024,"predicted"
"Pseudopercis_semifasciata",1278.8024,"predicted"
"Pseudophycis_bachus",1186.9978,"predicted"
"Pseudophycis_barbata",1224.9436,"predicted"
"Pseudotolithus_senegalensis",1301.3181,"predicted"
"Pseudupeneus_grandisquamis",1392.2974,"predicted"
"Pseudupeneus_maculatus",1401.3182,"predicted"
"Pseudupeneus_prayensis",1413.8545,"predicted"
"Psilotris_boehlkei",1310.3904,"predicted"
"Pteragogus_aurigarius",1501.1707,"predicted"
"Pteragogus_cryptus",1377.2842,"predicted"
"Pteragogus_enneacanthus",1422.918,"predicted"
"Pteragogus_flagellifer",1377.96,"predicted"
"Pterapogon_kauderni",1745.0194,"predicted"
"Ptereleotris_calliura",1552.4894,"predicted"
"Ptereleotris_evides",1513.9655,"predicted"
"Ptereleotris_hanae",1513.4888,"predicted"
"Ptereleotris_heteroptera",1485.2324,"predicted"
"Ptereleotris_microlepis",1558.897,"evaluated"
"Ptereleotris_monoptera",1430.666,"predicted"
"Ptereleotris_zebra",1519.9884,"predicted"
"Pterocaesio_chrysozona",1369.9406,"predicted"
"Pterocaesio_digramma",1376.133,"predicted"
"Pterocaesio_marri",1426.8394,"predicted"
"Pterocaesio_pisang",1304.9794,"predicted"
"Pterocaesio_randalli",1370.9054,"predicted"
"Pterocaesio_tessellata",1389.2185,"predicted"
"Pterocaesio_tile",1364.137,"evaluated"
"Pterocaesio_trilineata",1395.9408,"predicted"
"Pterogobius_zacalles",1413.7288,"predicted"
"Pterogymnus_laniarius",1389.6354,"predicted"
"Pterois_antennata",1870.5117,"predicted"
"Pterois_miles",1859.1116,"predicted"
"Pterois_radiata",1868.8269,"predicted"
"Pterois_volitans",1834.9242,"predicted"
"Pygoplites_diacanthus",1907.904,"evaluated"
"Quassiremus_evionthas",1442.7317,"predicted"
"Rachycentron_canadum",1390.4387,"predicted"
"Rastrelliger_kanagurta",1304.4567,"predicted"
"Remora_remora",1330.185,"predicted"
"Repomucenus_calcaratus",1388.0162,"predicted"
"Rhabdamia_gracilis",1415.2073,"predicted"
"Rhabdosargus_holubi",1321.4281,"predicted"
"Rhabdosargus_sarba",1378.3269,"predicted"
"Rhacochilus_toxotes",1263.2686,"predicted"
"Rhacochilus_vacca",1382.3945,"predicted"
"Rhinecanthus_aculeatus",1701.35,"predicted"
"Rhinecanthus_assasi",1636.0214,"predicted"
"Rhinecanthus_lunula",1618.4137,"predicted"
"Rhinecanthus_rectangulus",1656.5785,"predicted"
"Rhinecanthus_verrucosus",1599.0842,"predicted"
"Rhinogobiops_nicholsii",1323.946,"predicted"
"Rhinomuraena_quaesita",1852.8286,"predicted"
"Rhomboplites_aurorubens",1320.0522,"predicted"
"Rhycherus_filamentosus",1529.745,"predicted"
"Rhynchostracion_nasus",1663.9834,"predicted"
"Ruanoho_whero",1337.385,"predicted"
"Rypticus_bicolor",1349.3816,"predicted"
"Rypticus_courtenayi",1260.3102,"predicted"
"Rypticus_nigripinnis",1383.5278,"predicted"
"Rypticus_saponaceus",1295.7097,"predicted"
"Salarias_alboguttatus",1393.1105,"predicted"
"Salarias_ceramensis",1432.1298,"predicted"
"Salarias_fasciatus",1414.4009,"predicted"
"Salarias_guttatus",1336.9705,"predicted"
"Salarias_segmentatus",1366.3601,"predicted"
"Salmo_salar",1322.1953,"predicted"
"Sanopus_astrifer",1647.8071,"predicted"
"Sanopus_reticulatus",1396.8265,"predicted"
"Sanopus_splendidus",1559.2075,"predicted"
"Sarda_australis",1350.089,"predicted"
"Sarda_orientalis",1243.6833,"predicted"
"Sarda_sarda",1345.7622,"predicted"
"Sardina_pilchardus",1237.853,"predicted"
"Sardinella_aurita",1304.4077,"predicted"
"Sardinops_sagax",1253.3579,"predicted"
"Sargocentron_caudimaculatum",1528.96979704923,"evaluated"
"Sargocentron_cornutum",1609.9543,"predicted"
"Sargocentron_diadema",1513.874,"evaluated"
"Sargocentron_hormion",1482.6938,"predicted"
"Sargocentron_ittodai",1544.5383,"predicted"
"Sargocentron_melanospilos",1493.2744,"predicted"
"Sargocentron_microstoma",1456.1458,"predicted"
"Sargocentron_rubrum",1518.8579,"predicted"
"Sargocentron_spiniferum",1490.1658,"predicted"
"Sargocentron_suborbitale",1335.9974,"predicted"
"Sargocentron_tiere",1478.4866,"predicted"
"Sargocentron_tiereoides",1523.8362,"predicted"
"Sargocentron_vexillarium",1291.0404,"predicted"
"Sargocentron_violaceum",1513.7449,"predicted"
"Sarpa_salpa",1389.2869,"predicted"
"Saurida_gracilis",1433.0688,"predicted"
"Saurida_nebulosa",1431.1957,"predicted"
"Scaevius_milii",1493.4224,"predicted"
"Scartella_poiti",1264.5963,"predicted"
"Scartella_springeri",1427.0402,"predicted"
"Scarus_altipinnis",1576.374,"evaluated"
"Scarus_chameleon",1682.16,"evaluated"
"Scarus_coelestinus",1672.0327,"predicted"
"Scarus_coeruleus",1598.4648,"predicted"
"Scarus_compressus",1509.0911,"predicted"
"Scarus_dimidiatus",1671.1279,"predicted"
"Scarus_falcipinnis",1531.1754,"predicted"
"Scarus_ferrugineus",1621.9916,"predicted"
"Scarus_festivus",1555.7435,"predicted"
"Scarus_flavipectoralis",1631.2661,"predicted"
"Scarus_forsteni",1642.3093,"predicted"
"Scarus_frenatus",1665.4509,"predicted"
"Scarus_fuscopurpureus",1565.961,"evaluated"
"Scarus_ghobban",1642.4458,"predicted"
"Scarus_globiceps",1613.7205,"predicted"
"Scarus_guacamaia",1664.0105,"predicted"
"Scarus_iseri",1651.7809,"predicted"
"Scarus_koputea",1494.2,"predicted"
"Scarus_longipinnis",1643.5193,"predicted"
"Scarus_niger",1667.7925,"predicted"
"Scarus_oviceps",1626.434,"predicted"
"Scarus_perrico",1526.0911,"predicted"
"Scarus_prasiognathos",1644.2155,"predicted"
"Scarus_psittacus",1608.141,"evaluated"
"Scarus_quoyi",1707.088,"evaluated"
"Scarus_rivulatus",1641.5332,"predicted"
"Scarus_rubroviolaceus",1569.502,"predicted"
"Scarus_russelii",1592.3411,"predicted"
"Scarus_scaber",1637.4497,"predicted"
"Scarus_schlegeli",1685.3284,"predicted"
"Scarus_spinus",1702.295,"evaluated"
"Scarus_taeniopterus",1684.667,"evaluated"
"Scarus_tricolor",1591.823,"evaluated"
"Scarus_trispinosus",1549.1769,"predicted"
"Scarus_vetula",1728.695,"evaluated"
"Scarus_viridifucatus",1590.1934,"predicted"
"Scarus_zelindae",1550.026,"evaluated"
"Schuettea_scalaripinnis",1364.7153,"predicted"
"Schuettea_woodwardi",1360.1891,"predicted"
"Sciaena_umbra",1345.8191,"predicted"
"Scobinichthys_granulatus",1582.1938,"predicted"
"Scolecenchelys_breviceps",1388.8794,"predicted"
"Scolopsis_affinis",1347.7678,"predicted"
"Scolopsis_aurata",1425.864,"evaluated"
"Scolopsis_bilineata",1488.6438,"predicted"
"Scolopsis_ciliata",1382.6715,"predicted"
"Scolopsis_frenata",1501.9807,"predicted"
"Scolopsis_ghanam",1459.9968,"predicted"
"Scolopsis_lineata",1491.5092,"predicted"
"Scolopsis_margaritifera",1370.8928,"predicted"
"Scolopsis_monogramma",1473.4169,"predicted"
"Scolopsis_temporalis",1440.5964,"predicted"
"Scolopsis_trilineata",1272.705,"evaluated"
"Scolopsis_vosmeri",1631.3081,"predicted"
"Scolopsis_xenochrous",1406.081,"evaluated"
"Scomber_australasicus",1326.3326,"predicted"
"Scomber_colias",1397.383,"predicted"
"Scomberoides_commersonnianus",1279.8751,"predicted"
"Scomberoides_lysan",1250.9204,"predicted"
"Scomberoides_tol",1240.3549,"predicted"
"Scomberomorus_commerson",1268.1885,"predicted"
"Scomberomorus_maculatus",1285.3381,"predicted"
"Scomberomorus_queenslandicus",1275.7693,"predicted"
"Scomberomorus_regalis",1275.44,"predicted"
"Scomberomorus_sierra",1325.9481,"predicted"
"Scombrops_boops",1292.9224,"predicted"
"Scorpaena_ascensionis",1500.865,"evaluated"
"Scorpaena_canariensis",1451.1755,"predicted"
"Scorpaena_cardinalis",1563.9181,"predicted"
"Scorpaena_guttata",1515.2334,"predicted"
"Scorpaena_histrio",1434.4392,"predicted"
"Scorpaena_jacksoniensis",1461.3159,"predicted"
"Scorpaena_maderensis",1500.5813,"predicted"
"Scorpaena_mellissii",1406.1482,"predicted"
"Scorpaena_mystes",1425.2538,"predicted"
"Scorpaena_notata",1531.7239,"predicted"
"Scorpaena_papillosa",1485.6387,"predicted"
"Scorpaena_plumieri",1440.7617,"predicted"
"Scorpaena_porcus",1488.0513,"predicted"
"Scorpaena_scrofa",1602.4609,"predicted"
"Scorpaena_sumptuosa",1560.7039,"predicted"
"Scorpaenichthys_marmoratus",1454.0289,"predicted"
"Scorpaenodes_evides",1568.1948,"predicted"
"Scorpaenodes_parvipinnis",1466.6987,"predicted"
"Scorpaenodes_scaber",1563.5077,"predicted"
"Scorpaenopsis_cirrosa",1453.9263,"predicted"
"Scorpaenopsis_diabolus",1554.7754,"predicted"
"Scorpaenopsis_neglecta",1417.0752,"predicted"
"Scorpaenopsis_oxycephala",1499.6375,"predicted"
"Scorpaenopsis_papuensis",1351.3768,"predicted"
"Scorpaenopsis_possi",1393.8231,"predicted"
"Scorpis_aequipinnis",1403.377,"predicted"
"Scorpis_georgiana",1611.0972,"predicted"
"Scorpis_lineolata",1332.7042,"predicted"
"Scorpis_violacea",1558.0269,"predicted"
"Sebastapistes_cyanostigma",1627.2104,"predicted"
"Sebastapistes_strongia",1593.9929,"predicted"
"Sebastes_atrovirens",1448.8186,"predicted"
"Sebastes_auriculatus",1453.4563,"predicted"
"Sebastes_carnatus",1533.9563,"predicted"
"Sebastes_caurinus",1531.9138,"predicted"
"Sebastes_chrysomelas",1659.0466,"predicted"
"Sebastes_flavidus",1394.4945,"predicted"
"Sebastes_inermis",1241.6384,"predicted"
"Sebastes_maliger",1516.4705,"predicted"
"Sebastes_mystinus",1263.2324,"predicted"
"Sebastes_oculatus",1440.2549,"predicted"
"Sebastes_paucispinis",1206.7244,"predicted"
"Sebastes_rastrelliger",1225.0094,"predicted"
"Sebastes_rosaceus",1614.8435,"predicted"
"Sebastes_serranoides",1338.1312,"predicted"
"Sebastes_serriceps",1603.5269,"predicted"
"Sebastiscus_albofasciatus",1415.2603,"predicted"
"Sebastiscus_marmoratus",1518.7074,"predicted"
"Selar_boops",1224.3855,"predicted"
"Selar_crumenophthalmus",1284.4424,"predicted"
"Selaroides_leptolepis",1301.9346,"predicted"
"Semicossyphus_darwini",1431.0206,"predicted"
"Semicossyphus_pulcher",1574.5524,"predicted"
"Seriola_dumerili",1305.2101,"predicted"
"Seriola_hippos",1338.808,"predicted"
"Seriola_lalandi",1227.2313,"predicted"
"Seriola_rivoliana",1386.3916,"predicted"
"Seriolella_brama",1222.0056,"predicted"
"Serranocirrhitus_latus",1653.8376,"predicted"
"Serranus_atricauda",1523.5386,"predicted"
"Serranus_baldwini",1431.2087,"predicted"
"Serranus_cabrilla",1606.1267,"predicted"
"Serranus_flaviventris",1381.8848,"predicted"
"Serranus_psittacinus",1428.4755,"predicted"
"Serranus_scriba",1604.2059,"predicted"
"Serranus_socorroensis",1579.3911,"predicted"
"Serranus_tabacarius",1459.3696,"predicted"
"Serranus_tico",1539.6443,"predicted"
"Serranus_tigrinus",1474.5254,"predicted"
"Serranus_tortugarum",1662.0964,"predicted"
"Siganus_argenteus",1232.0245,"predicted"
"Siganus_corallinus",1652.33,"evaluated"
"Siganus_doliatus",1659.7955,"predicted"
"Siganus_fuscescens",1418.3905,"predicted"
"Siganus_guttatus",1505.5581,"predicted"
"Siganus_javus",1584.4429,"predicted"
"Siganus_lineatus",1589.5349,"predicted"
"Siganus_luridus",1446.3594,"predicted"
"Siganus_niger",1432.7952,"predicted"
"Siganus_puelloides",1520.8688,"predicted"
"Siganus_puellus",1669.5182,"predicted"
"Siganus_punctatissimus",1380.2065,"predicted"
"Siganus_punctatus",1591.7129,"predicted"
"Siganus_rivulatus",1484.8652,"predicted"
"Siganus_spinus",1379.7837,"predicted"
"Siganus_stellatus",1694.3223,"predicted"
"Siganus_trispilos",1640.773,"predicted"
"Siganus_vermiculatus",1501.9612,"predicted"
"Siganus_virgatus",1632.0547,"predicted"
"Siganus_vulpinus",1677.467,"predicted"
"Signigobius_biocellatus",1657.0918,"predicted"
"Sillaginodes_punctatus",1238.3568,"predicted"
"Sillago_ciliata",1221.6266,"predicted"
"Sillago_schomburgkii",1279.8269,"predicted"
"Siphamia_cephalotes",1243.0806,"predicted"
"Siphamia_roseigaster",1243.8843,"predicted"
"Siphonognathus_argyrophanes",1427.8207,"predicted"
"Siphonognathus_attenuatus",1384.9707,"predicted"
"Siphonognathus_beddomei",1554.7866,"predicted"
"Siphonognathus_caninis",1585.3105,"predicted"
"Siphonognathus_radiatus",1568.5367,"predicted"
"Sparisoma_amplum",1575.7195,"predicted"
"Sparisoma_atomarium",1486.1497,"predicted"
"Sparisoma_aurofrenatum",1518.0962,"predicted"
"Sparisoma_axillare",1402.8389,"predicted"
"Sparisoma_chrysopterum",1557.1956,"predicted"
"Sparisoma_cretense",1603.8386,"predicted"
"Sparisoma_frondosum",1516.6536,"predicted"
"Sparisoma_radians",1451.3628,"predicted"
"Sparisoma_rubripinne",1556.4429,"predicted"
"Sparisoma_viride",1645.952,"evaluated"
"Sparodon_durbanensis",1284.6891,"predicted"
"Sphaeramia_nematoptera",1707.3258,"predicted"
"Sphoeroides_annulatus",1465.622,"evaluated"
"Sphoeroides_lobatus",1312.6167,"predicted"
"Sphoeroides_marmoratus",1534.2993,"predicted"
"Sphoeroides_spengleri",1368.585,"predicted"
"Sphyraena_barracuda",1387.7211,"predicted"
"Sphyraena_ensis",1182.5342,"predicted"
"Sphyraena_flavicauda",1296.0583,"predicted"
"Sphyraena_helleri",1388.6837,"predicted"
"Sphyraena_idiastes",1309.5665,"predicted"
"Sphyraena_jello",1270.1226,"predicted"
"Sphyraena_novaehollandiae",1296.83,"predicted"
"Sphyraena_obtusata",1292.6412,"predicted"
"Sphyraena_putnamae",1298.304,"evaluated"
"Sphyraena_qenie",1259.4971,"predicted"
"Sphyraena_viridensis",1288.6512,"predicted"
"Spicara_maena",1282.7749,"predicted"
"Spondyliosoma_cantharus",1301.8701,"predicted"
